make,model,variant,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age,best_resale,seats_cat
Hyundai,Grand,I10 MAGNA,4.25,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,18.9,1.2,82.0,5.0,7.0,yes,5andBelow
Volkswagen,Ameo,1.0 MPI TRENDLINE,4.8,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,19.44,1.0,75.0,5.0,3.0,No,5andBelow
Hyundai,Grand,I10 SPORTZ,4.0,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,18.9,1.2,82.0,5.0,8.0,yes,5andBelow
Maruti,Swift Dzire,VXI,4.87,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,19.1,1.2,85.8,5.0,8.0,yes,5andBelow
Hyundai,Xcent,1.2 KAPPA S,3.86,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,19.1,1.2,82.0,5.0,6.0,yes,5andBelow
Honda,City,1.5 EXI,1.0,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,13.0,1.49,100.0,5.0,17.0,yes,5andBelow
Toyota,Corolla,ALTIS DIESEL D4DG,3.0,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,21.43,1.36,87.2,5.0,12.0,yes,5andBelow
Toyota,Fortuner,4X2 MANUAL,17.5,20000 - 30000 Km,Diesel,Individual,Manual,2nd owner,13.0,2.98,168.5,7.0,8.0,yes,btwn6and8
Mahindra,KUV,100 MFALCON G80 K8,4.5,10000 - 20000 Km,Petrol,Individual,Manual,2nd owner,18.15,1.2,82.0,6.0,6.0,yes,btwn6and8
Tata,Zest,QUADRAJET 1.3 75PS XM,4.9,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,22.95,1.25,74.0,5.0,5.0,yes,5andBelow
Honda,City,1.5 S MT,3.45,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,17.0,1.5,118.0,5.0,13.0,yes,5andBelow
Maruti,Zen,LXI,0.85,80000 - 90000 Km,Petrol,Individual,Manual,1st owner,17.3,0.99,60.0,5.0,17.0,yes,5andBelow
Maruti,Wagon,R VXI BS IV WITH ABS,2.15,120000 - 130000 Km,Petrol,Individual,Manual,2nd owner,18.9,1.0,67.1,5.0,12.0,yes,5andBelow
Hyundai,Verna,TRANSFORM SX VTVT,3.2,90000 - 100000 Km,Petrol,Individual,Manual,3rd owner,16.2,1.6,103.2,5.0,12.0,yes,5andBelow
Maruti,Swift Dzire,VXI,4.6,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,20.85,1.2,83.14,5.0,6.0,yes,5andBelow
Hyundai,Getz,GLS,0.65,80000 - 90000 Km,Petrol,Individual,Manual,1st owner,15.3,1.34,83.0,5.0,17.0,yes,5andBelow
Hyundai,Elite,I20 SPORTZ PLUS BSIV,7.2,0 - 10000 Km,Petrol,Individual,Manual,1st owner,18.6,1.2,81.86,5.0,2.0,yes,5andBelow
Maruti,Ciaz,1.3 ALPHA,8.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,88.5,5.0,5.0,yes,5andBelow
Tata,Tigor,1.2 REVOTRON XZ,5.2,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,20.3,1.2,84.0,5.0,3.0,yes,5andBelow
Maruti,Ertiga,VDI,5.8,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,20.77,1.25,88.76,7.0,7.0,yes,btwn6and8
Honda,City,I VTEC S,6.0,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,17.4,1.5,117.3,5.0,7.0,yes,5andBelow
Honda,Brio,S MT,2.9,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,19.4,1.2,86.8,5.0,8.0,yes,5andBelow
Maruti,Wagon,R LXI CNG,3.6,40000 - 50000 Km,Petrol + AltFuel,Individual,Manual,1st owner,25.2,1.0,58.16,5.0,6.0,yes,5andBelow
Maruti,Swift Dzire,VXI,5.5,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,20.85,1.2,83.14,5.0,5.0,yes,5andBelow
Hyundai,i20,SPORTZ 1.2,3.75,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,18.5,1.2,82.85,5.0,9.0,yes,5andBelow
Maruti,Omni,E 8 STR STD,0.4,80000 - 90000 Km,Petrol,Individual,Manual,2nd owner,14.0,0.8,34.2,5.0,19.0,yes,5andBelow
Maruti,Wagon,R AMT VXI,4.2,30000 - 40000 Km,Petrol,Individual,Automatic,1st owner,20.51,1.0,67.0,5.0,4.0,yes,5andBelow
Maruti,Swift Dzire,VXI 1.2,5.5,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,21.21,1.2,81.8,5.0,5.0,yes,5andBelow
Maruti,Alto,800 LXI,2.7,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,24.7,0.8,47.3,5.0,4.0,yes,5andBelow
Maruti,Swift Dzire,AMT VXI BS IV,7.0,0 - 10000 Km,Petrol,Individual,Automatic,1st owner,22.0,1.2,81.8,5.0,4.0,yes,5andBelow
Maruti,Swift,VXI OPTIONAL,5.0,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,20.4,1.2,81.8,5.0,5.0,yes,5andBelow
Tata,Hexa,XE,12.5,10000 - 20000 Km,Diesel,Individual,Manual,1st owner,17.6,2.18,147.94,7.0,3.0,yes,btwn6and8
Hyundai,i20,MAGNA,3.2,30000 - 40000 Km,Petrol,Individual,Manual,2nd owner,18.5,1.2,82.85,5.0,9.0,yes,5andBelow
Maruti,Swift Dzire,VDI,7.0,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.02,5.0,4.0,yes,5andBelow
Maruti,Wagon,R VXI BS IV,2.9,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,20.51,1.0,67.04,5.0,7.0,yes,5andBelow
Toyota,Corolla,ALTIS 1.8 VL AT,5.5,90000 - 100000 Km,Petrol,Individual,Automatic,1st owner,14.53,1.79,138.1,5.0,10.0,yes,5andBelow
Honda,Brio,S MT,2.65,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,19.4,1.2,86.8,5.0,10.0,yes,5andBelow
Maruti,Baleno,ALPHA AUTOMATIC,8.3,0 - 10000 Km,Petrol,Individual,Automatic,1st owner,21.4,1.2,83.1,5.0,4.0,yes,5andBelow
Tata,Safari,STORME EX,8.0,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,14.1,2.18,147.94,7.0,5.0,yes,btwn6and8
Maruti,Alto,LXI,1.6,20000 - 30000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,11.0,yes,5andBelow
Renault,KWID,RXT,3.35,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,25.17,0.8,53.3,5.0,4.0,No,5andBelow
Datsun,GO,T BSIV,3.29,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,20.63,1.2,67.0,5.0,5.0,No,5andBelow
Maruti,Vitara,BREZZA VDI OPTION,7.75,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,24.3,1.25,88.5,5.0,5.0,yes,5andBelow
Hyundai,Xcent,1.2 VTVT SX,5.24,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,20.14,1.2,81.86,5.0,2.0,yes,5andBelow
Maruti,Alto,800 LXI,2.45,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,22.74,0.8,47.3,5.0,7.0,yes,5andBelow
Hyundai,i20,1.2 SPORTZ,2.75,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,17.0,1.2,80.0,5.0,10.0,yes,5andBelow
Tata,Zest,REVOTRON 1.2 XT,5.2,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,17.57,1.19,88.7,5.0,4.0,yes,5andBelow
Maruti,Swift,1.3 VXI,1.3,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,18.6,1.2,81.8,5.0,14.0,yes,5andBelow
Nissan,Sunny,XL,5.5,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,16.95,1.5,97.7,5.0,8.0,No,5andBelow
Ford,EcoSport,1.5 PETROL TITANIUM PLUS BSIV,9.1,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,17.0,1.5,121.36,5.0,4.0,No,5andBelow
Nissan,Micra,ACTIVE XV S,3.0,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,19.49,1.2,67.04,5.0,7.0,No,5andBelow
Maruti,Wagon,R LXI OPTIONAL,3.5,130000 - 140000 Km,Petrol,Individual,Manual,1st owner,20.51,1.0,67.04,5.0,6.0,yes,5andBelow
Mahindra,Ssangyong,REXTON RX5,9.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,12.83,2.7,162.0,7.0,9.0,yes,btwn6and8
Mahindra,Quanto,C8,3.0,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,17.21,1.49,100.0,7.0,9.0,yes,btwn6and8
Maruti,Ritz,LDI,2.5,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,21.1,1.25,73.9,5.0,12.0,yes,5andBelow
Hyundai,Creta,1.6 CRDI SX PLUS DUAL TONE,11.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,19.67,1.58,126.2,5.0,5.0,yes,5andBelow
Renault,KWID,RXT,2.7,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,25.17,0.8,53.3,5.0,6.0,No,5andBelow
Maruti,Ertiga,VDI,6.4,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,20.77,1.25,88.76,7.0,7.0,yes,btwn6and8
Mahindra,XUV500,W4,6.5,120000 - 130000 Km,Diesel,Individual,Manual,1st owner,15.1,2.18,140.0,7.0,7.0,yes,btwn6and8
Maruti,Eeco,5 SEATER AC BSIV,4.1,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,15.37,1.2,73.0,5.0,5.0,yes,5andBelow
Hyundai,Santro,XING GLS,1.65,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,17.92,1.09,62.1,5.0,11.0,yes,5andBelow
Hyundai,Accent,GLE,0.8,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,13.2,1.5,94.0,5.0,15.0,yes,5andBelow
Mahindra,XUV500,W8 2WD,5.35,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,15.1,2.18,140.0,7.0,10.0,yes,btwn6and8
Toyota,Innova,2.5 EV (DIESEL) PS 7 SEATER BS IV,7.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,12.99,2.49,100.57,7.0,9.0,yes,btwn6and8
Maruti,Swift Dzire,VDI,5.5,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,23.4,1.25,74.0,5.0,9.0,yes,5andBelow
Honda,Amaze,S CVT PETROL BSIV,6.8,10000 - 20000 Km,Petrol,Individual,Automatic,1st owner,19.0,1.2,88.76,5.0,3.0,yes,5andBelow
Hyundai,i10,SPORTZ 1.2,2.0,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,20.36,1.2,78.9,5.0,13.0,yes,5andBelow
Maruti,Swift Dzire,VDI,5.0,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,23.4,1.25,74.0,5.0,8.0,yes,5andBelow
Maruti,Ertiga,SHVS ZDI PLUS,10.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,24.52,1.25,88.5,7.0,6.0,yes,btwn6and8
Hyundai,Getz,1.3 GVS,1.1,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,14.2,1.34,82.9,5.0,14.0,yes,5andBelow
Hyundai,i20,1.2 MAGNA,3.2,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,18.5,1.2,80.0,5.0,10.0,yes,5andBelow
Tata,Indica,DLS,0.75,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,17.0,1.25,53.5,5.0,17.0,yes,5andBelow
Maruti,Swift,LXI OPTIONAL-O,3.5,90000 - 100000 Km,Petrol,Individual,Manual,1st owner,20.4,1.2,83.11,5.0,7.0,yes,5andBelow
Tata,Indica,VISTA TDI LS,1.7,160000 - 170000 Km,Diesel,Individual,Manual,1st owner,19.4,1.4,70.0,5.0,9.0,yes,5andBelow
Hyundai,i20,2015-2017 ASTA 1.4 CRDI,8.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,22.54,1.4,88.73,5.0,5.0,yes,5andBelow
Maruti,Ignis,1.3 ALPHA,5.0,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.0,5.0,5.0,yes,5andBelow
Tata,Hexa,XTA,13.8,40000 - 50000 Km,Diesel,Individual,Automatic,1st owner,17.6,2.18,153.86,7.0,5.0,yes,btwn6and8
Mahindra,Marazzo,M6 8STR,13.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,17.3,1.5,121.0,8.0,3.0,yes,btwn6and8
Hyundai,Verna,1.6 CRDI,5.3,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,22.32,1.58,126.3,5.0,9.0,yes,5andBelow
Maruti,Swift Dzire,VDI,3.6,150000 - 160000 Km,Diesel,Individual,Manual,1st owner,23.4,1.25,74.0,5.0,10.0,yes,5andBelow
Maruti,Swift Dzire,LDI,3.1,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,19.3,1.25,73.9,5.0,10.0,yes,5andBelow
Honda,City,I DTEC V,7.25,40000 - 50000 Km,Diesel,Individual,Manual,2nd owner,25.2,1.5,98.6,5.0,7.0,yes,5andBelow
Maruti,Swift Dzire,ZDI,3.4,100000 - 110000 Km,Diesel,Individual,Manual,1st owner,19.3,1.25,73.9,5.0,10.0,yes,5andBelow
Hyundai,Xcent,1.2 CRDI E,5.5,0 - 10000 Km,Diesel,Individual,Manual,2nd owner,25.2,1.19,73.97,5.0,5.0,yes,5andBelow
Toyota,Fortuner,3.0 DIESEL,11.5,180000 - 190000 Km,Diesel,Individual,Manual,2nd owner,11.5,2.98,171.0,7.0,11.0,yes,btwn6and8
Tata,Tiago,1.05 REVOTORQ XZ,3.8,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,25.2,1.05,69.0,5.0,6.0,yes,5andBelow
Nissan,Sunny,XL AT SPECIAL EDITION,3.5,80000 - 90000 Km,Petrol,Individual,Automatic,2nd owner,17.97,1.5,99.6,5.0,9.0,No,5andBelow
Hyundai,Elite,I20 MAGNA PLUS BSIV,6.1,0 - 10000 Km,Petrol,Individual,Manual,1st owner,18.6,1.2,81.86,5.0,3.0,yes,5andBelow
Maruti,Swift Dzire,VXI,5.25,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,20.85,1.2,83.14,5.0,7.0,yes,5andBelow
Toyota,Innova,2.5 GX 7 STR,4.8,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,12.8,2.49,102.0,7.0,11.0,yes,btwn6and8
Mahindra,Thar,CRDE,7.8,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,16.55,2.5,105.0,6.0,5.0,yes,btwn6and8
Maruti,Swift Dzire,ZDI,3.2,190000 - 200000 Km,Diesel,Individual,Manual,1st owner,19.3,1.25,73.9,5.0,10.0,yes,5andBelow
Maruti,Swift,1.2 DLX (ONLY DELHI),3.75,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,20.4,1.2,81.8,5.0,8.0,yes,5andBelow
Datsun,GO,D PETROL,3.0,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,19.02,1.2,67.05,5.0,3.0,No,5andBelow
Hyundai,i20,ASTA 1.4 CRDI,5.0,60000 - 70000 Km,Diesel,Individual,Manual,4th & above owner,22.54,1.4,88.73,5.0,7.0,yes,5andBelow
Mahindra,Scorpio,LX,4.04,120000 - 130000 Km,Diesel,Individual,Manual,1st owner,12.05,2.18,120.0,9.0,11.0,yes,9andAbobe
Tata,Sumo,GOLD EX BSIII,5.0,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,14.07,2.96,69.01,7.0,7.0,yes,btwn6and8
Tata,Tiago,WIZZ 1.05 REVOTORQ,3.5,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,25.2,1.05,69.0,5.0,5.0,yes,5andBelow
Tata,Zest,REVOTRON 1.2 XT,3.8,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,17.57,1.19,88.7,5.0,7.0,yes,5andBelow
Hyundai,Accent,GLE,1.15,90000 - 100000 Km,Petrol,Individual,Manual,3rd owner,13.2,1.5,94.0,5.0,14.0,yes,5andBelow
Honda,Brio,EXCLUSIVE EDITION,3.35,30000 - 40000 Km,Petrol,Dealer,Manual,1st owner,19.4,1.2,86.8,5.0,8.0,yes,5andBelow
Hyundai,Grand,I10 AT ASTA,4.65,60000 - 70000 Km,Petrol,Dealer,Automatic,1st owner,18.9,1.2,82.0,5.0,7.0,yes,5andBelow
Tata,Manza,CLUB CLASS QUADRAJET90 LX,2.9,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,21.02,1.25,88.76,5.0,10.0,yes,5andBelow
Maruti,Alto,LX,1.1,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,17.0,yes,5andBelow
Tata,New Safari,DICOR 2.2 EX 4X2,4.5,70000 - 80000 Km,Diesel,Individual,Manual,3rd owner,11.57,2.18,138.1,7.0,11.0,yes,btwn6and8
Mahindra,Bolero,SLE,4.0,160000 - 170000 Km,Diesel,Individual,Manual,2nd owner,13.6,2.52,63.0,7.0,13.0,yes,btwn6and8
Mahindra,Bolero,DI DX 7 SEATER,2.1,200000 - 210000 Km,Diesel,Individual,Manual,2nd owner,13.6,2.52,63.0,7.0,15.0,yes,btwn6and8
Maruti,Omni,E MPI STD BS IV,2.2,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,16.8,0.8,34.2,8.0,6.0,yes,btwn6and8
Hyundai,Grand,I10 SPORTZ,4.5,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,18.9,1.2,82.0,5.0,5.0,yes,5andBelow
Hyundai,i10,SPORTZ AT,2.9,40000 - 50000 Km,Petrol,Individual,Automatic,1st owner,16.95,1.2,78.9,5.0,9.0,yes,5andBelow
Maruti,Swift,VXI DECA,5.2,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,20.4,1.2,81.8,5.0,6.0,yes,5andBelow
Hyundai,i10,SPORTZ AT,2.65,10000 - 20000 Km,Petrol,Individual,Automatic,1st owner,16.95,1.2,78.9,5.0,11.0,yes,5andBelow
Maruti,Swift,VXI,3.3,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,18.6,1.2,85.8,5.0,10.0,yes,5andBelow
Mahindra,Bolero,2011-2019 ZLX,5.1,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,15.96,2.52,62.1,7.0,8.0,yes,btwn6and8
Hyundai,Verna,1.6 SX VTVT (O),5.0,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,17.1,1.59,121.3,5.0,8.0,yes,5andBelow
Hyundai,i20,ACTIVE 1.2,5.25,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,17.19,1.2,81.86,5.0,7.0,yes,5andBelow
Maruti,Baleno,ZETA,6.75,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,21.01,1.2,81.8,5.0,3.0,yes,5andBelow
Hyundai,i20,1.2 ASTA,3.0,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,17.0,1.2,80.0,5.0,12.0,yes,5andBelow
Maruti,Alto,LXI,0.9,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,17.0,yes,5andBelow
Maruti,Swift Dzire,VDI,6.5,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.0,5.0,5.0,yes,5andBelow
Maruti,Swift Dzire,VXI,4.09,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,19.1,1.2,85.8,5.0,8.0,yes,5andBelow
Hyundai,Grand,I10 CRDI SPORTZ,3.95,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,24.0,1.12,70.0,5.0,7.0,yes,5andBelow
Maruti,Swift,1.3 VXI,2.15,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,18.6,1.2,81.8,5.0,12.0,yes,5andBelow
Maruti,Swift Dzire,VXI,4.0,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,19.1,1.2,85.8,5.0,8.0,yes,5andBelow
Chevrolet,Beat,LS,1.2,50000 - 60000 Km,Petrol,Individual,Manual,3rd owner,18.6,1.2,79.4,5.0,10.0,No,5andBelow
Tata,Tigor,1.2 REVOTRON XZA,6.45,0 - 10000 Km,Petrol,Individual,Automatic,1st owner,20.3,1.2,84.0,5.0,4.0,yes,5andBelow
Maruti,800,STD,0.81,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,16.1,0.8,37.0,4.0,16.0,yes,5andBelow
Honda,City,I-DTEC VX,13.0,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,97.9,5.0,5.0,yes,5andBelow
Honda,City,I-DTEC VX,12.5,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,97.9,5.0,5.0,yes,5andBelow
Maruti,Ertiga,VXI,5.35,80000 - 90000 Km,Petrol,Individual,Manual,3rd owner,16.02,1.37,93.7,7.0,9.0,yes,btwn6and8
Nissan,Terrano,XV PREMIUM 110 PS,5.55,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,19.01,1.46,108.5,5.0,8.0,No,5andBelow
Honda,City,I VTEC VX,7.25,110000 - 120000 Km,Petrol,Individual,Manual,1st owner,17.4,1.5,117.3,5.0,8.0,yes,5andBelow
Renault,KWID,RXL,2.3,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,25.17,0.8,53.3,5.0,6.0,No,5andBelow
Toyota,Innova,2.5 GX (DIESEL) 8 SEATER,8.0,150000 - 160000 Km,Diesel,Individual,Manual,2nd owner,12.99,2.49,100.6,8.0,9.0,yes,btwn6and8
Maruti,Wagon,R VXI BS IV,4.1,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,20.51,1.0,67.04,5.0,5.0,yes,5andBelow
Hyundai,Creta,1.4 CRDI S PLUS,12.1,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,21.38,1.4,88.7,5.0,4.0,yes,5andBelow
Tata,Tiago,1.2 REVOTRON XZ,4.0,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,23.84,1.2,84.0,5.0,5.0,yes,5andBelow
Hyundai,Grand,I10 1.2 CRDI SPORTZ,5.2,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,24.0,1.19,73.97,5.0,4.0,yes,5andBelow
Maruti,Baleno,ZETA AUTOMATIC,6.5,40000 - 50000 Km,Petrol,Individual,Automatic,1st owner,21.4,1.2,83.1,5.0,6.0,yes,5andBelow
Maruti,Swift,ZXI ABS,3.25,50000 - 60000 Km,Petrol,Individual,Manual,3rd owner,16.1,1.3,88.2,5.0,11.0,yes,5andBelow
Maruti,Swift Dzire,VXI AT,4.2,110000 - 120000 Km,Petrol,Individual,Automatic,1st owner,17.4,1.2,85.8,5.0,10.0,yes,5andBelow
Maruti,Swift,LXI OPTION,4.0,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,20.4,1.2,81.8,5.0,8.0,yes,5andBelow
Hyundai,i20,1.2 ASTA,2.55,70000 - 80000 Km,Petrol,Individual,Manual,4th & above owner,17.0,1.2,80.0,5.0,12.0,yes,5andBelow
Maruti,Zen,LXI,0.65,50000 - 60000 Km,Petrol,Individual,Manual,4th & above owner,17.3,0.99,60.0,5.0,19.0,yes,5andBelow
Maruti,Celerio,LXI,3.51,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,23.1,1.0,67.04,5.0,5.0,yes,5andBelow
Toyota,Innova,2.5 V DIESEL 8-SEATER,4.04,110000 - 120000 Km,Diesel,Individual,Manual,3rd owner,12.8,2.49,102.0,8.0,15.0,yes,btwn6and8
Maruti,Ritz,LDI,1.85,180000 - 190000 Km,Diesel,Individual,Manual,3rd owner,21.1,1.25,73.9,5.0,11.0,yes,5andBelow
Nissan,Micra,DIESEL XV,2.5,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,23.08,1.46,63.1,5.0,11.0,No,5andBelow
Maruti,Zen,LXI,0.6,90000 - 100000 Km,Petrol,Individual,Manual,4th & above owner,17.3,0.99,60.0,5.0,20.0,yes,5andBelow
Hyundai,Verna,1.6 SX VTVT (O),5.0,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,17.1,1.59,121.3,5.0,9.0,yes,5andBelow
Maruti,Zen,ESTILO LXI BSIII,0.85,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,18.2,1.0,67.1,5.0,15.0,yes,5andBelow
Maruti,Alto,LX,0.85,70000 - 80000 Km,Petrol,Individual,Manual,4th & above owner,19.7,0.8,46.3,5.0,17.0,yes,5andBelow
Maruti,Swift Dzire,ZDI,2.65,80000 - 90000 Km,Diesel,Individual,Manual,4th & above owner,19.3,1.25,73.9,5.0,11.0,yes,5andBelow
Maruti,A-Star,VXI,1.3,160000 - 170000 Km,Petrol,Individual,Manual,2nd owner,19.0,1.0,66.1,5.0,12.0,yes,5andBelow
Maruti,Ertiga,VDI,4.8,100000 - 110000 Km,Diesel,Individual,Manual,3rd owner,20.77,1.25,88.76,7.0,9.0,yes,btwn6and8
Maruti,Swift,LDI BSIII,1.7,110000 - 120000 Km,Diesel,Individual,Manual,3rd owner,17.8,1.25,75.0,5.0,14.0,yes,5andBelow
Nissan,Micra,DIESEL XV,2.75,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,23.08,1.46,63.1,5.0,11.0,No,5andBelow
Maruti,Wagon,R LXI,0.89,80000 - 90000 Km,Petrol,Individual,Manual,2nd owner,18.9,1.0,67.1,5.0,17.0,yes,5andBelow
Ford,Figo,DIESEL TITANIUM,1.7,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,20.0,1.4,68.0,5.0,12.0,No,5andBelow
Mahindra,XUV300,W8 OPTION BSIV,10.9,10000 - 20000 Km,Petrol,Dealer,Manual,1st owner,17.0,1.2,110.0,5.0,3.0,yes,5andBelow
Hyundai,Creta,1.6 CRDI AT SX PLUS,11.0,60000 - 70000 Km,Diesel,Individual,Automatic,1st owner,17.01,1.58,126.2,5.0,5.0,yes,5andBelow
Maruti,Swift,VXI BSIV,6.1,50000 - 60000 Km,Petrol,Dealer,Manual,1st owner,22.0,1.2,81.8,5.0,4.0,yes,5andBelow
Datsun,GO,T OPTION BSIV,3.35,30000 - 40000 Km,Petrol,Dealer,Manual,1st owner,20.63,1.2,67.0,5.0,6.0,No,5andBelow
Hyundai,Grand,I10 ASTA,4.35,30000 - 40000 Km,Petrol,Dealer,Manual,1st owner,18.9,1.2,82.0,5.0,7.0,yes,5andBelow
Toyota,Fortuner,2.8 2WD MT BSIV,30.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,14.24,2.76,174.5,7.0,4.0,yes,btwn6and8
Renault,KWID,RXL,3.9,10000 - 20000 Km,Petrol,Dealer,Manual,1st owner,20.71,0.8,53.26,5.0,4.0,No,5andBelow
Honda,Brio,1.2 VX MT,3.25,30000 - 40000 Km,Petrol,Dealer,Manual,1st owner,18.5,1.2,86.8,5.0,10.0,yes,5andBelow
Volkswagen,Ameo,1.2 MPI COMFORTLINE PLUS,6.4,0 - 10000 Km,Petrol,Dealer,Manual,1st owner,17.0,1.2,73.75,5.0,3.0,No,5andBelow
Nissan,Sunny,XV SPECIAL EDITION,4.5,0 - 10000 Km,Petrol,Dealer,Manual,1st owner,16.95,1.5,97.7,5.0,10.0,No,5andBelow
Toyota,Etios Liva,GD SP,4.0,60000 - 70000 Km,Diesel,Dealer,Manual,2nd owner,23.59,1.36,67.06,5.0,9.0,yes,5andBelow
